row_id,lang,text,true_intent,pred_intent,intent_correct,confidence_intent,true_target,pred_target,target_correct,confidence_target,true_spatial,pred_spatial,spatial_correct,confidence_spatial,fully_correct,failure_type
1454,ko,[KO] 로그인 위에 메뉴 실행,open,open,True,1.0,menu,menu,True,1.0,above,above,True,1.0,True,correct
1463,en,[EN] press and hold button below the checkout,long-press,long-press,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
1463,ko,[KO] 결제 아래에 버튼 길게 누르기,long-press,long-press,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
1465,en,[EN] paste purple text below the address,paste,paste,True,1.0,text,text,True,1.0,below,below,True,1.0,True,correct
1465,ko,[KO] 주소 아래에 보라색 텍스트 붙여넣기,paste,paste,True,1.0,text,text,True,1.0,below,below,True,1.0,True,correct
1469,en,[EN] paste text to the left of the search,paste,paste,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
1469,ko,[KO] 검색 왼쪽에 텍스트 붙여넣기,paste,paste,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
1477,en,[EN] remove gray text below the help,delete,delete,True,1.0,text,text,True,1.0,below,below,True,1.0,True,correct
1477,ko,[KO] 도움말 아래에 회색 텍스트 삭제,delete,delete,True,1.0,text,text,True,1.0,below,below,True,1.0,True,correct
1481,en,[EN] open tab,open,open,True,1.0,tab,tab,True,1.0,none,none,True,1.0,True,correct
1481,ko,[KO] 탭 열기,open,open,True,1.0,tab,tab,True,1.0,none,none,True,1.0,True,correct
1482,en,[EN] paste third text element on the left side of the cart,paste,paste,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
1482,ko,[KO] cart 좌측에  text,paste,copy,False,1.0,text,text,True,1.0,left_of,left_of,True,1.0,False,intent_error
1483,en,[EN] copy text to the right of the last item,copy,copy,True,1.0,text,text,True,1.0,right_of,right_of,True,1.0,True,correct
1483,ko,[KO] 마지막 항목 오른쪽에 텍스트 복사,copy,copy,True,1.0,text,text,True,1.0,right_of,right_of,True,1.0,True,correct
1485,en,[EN] touch check box on top of the login,tap,tap,True,1.0,checkbox,checkbox,True,1.0,above,above,True,1.0,True,correct
1485,ko,[KO] 로그인 상단에 체크박스 탭,tap,tap,True,1.0,checkbox,checkbox,True,1.0,above,above,True,1.0,True,correct
1490,en,[EN] tap switch above the payment,tap,tap,True,1.0,switch,switch,True,1.0,above,above,True,1.0,True,correct
1490,ko,[KO] 결제 위에 스위치 탭,tap,tap,True,1.0,switch,switch,True,1.0,above,above,True,1.0,True,correct
1498,en,[EN] duplicate black label left of the login,copy,copy,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
1498,ko,[KO] 로그인 좌측에 검정색 텍스트 복사,copy,copy,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
1505,en,[EN] remove button below the profile,delete,delete,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
1505,ko,[KO] 프로필 아래에 버튼 삭제,delete,delete,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
1514,en,[EN] copy text to the left of the help,copy,copy,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
1514,ko,[KO] 도움말 왼쪽에 텍스트 복사,copy,copy,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
1515,en,[EN] tap on gray switch to the right of the cart,tap,tap,True,1.0,switch,switch,True,1.0,right_of,right_of,True,1.0,True,correct
1515,ko,[KO] 장바구니 오른쪽에 회색 스위치 탭,tap,tap,True,1.0,switch,switch,True,1.0,right_of,right_of,True,1.0,True,correct
1516,en,[EN] copy the 3rd orange text to the left of the notifications,copy,copy,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
1516,ko,[KO] 알림 왼쪽에 3번째 주황색 텍스트 복사,copy,copy,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
1518,en,[EN] hold down on the last white indicator beneath the address,long-press,long-press,True,1.0,icon,icon,True,1.0,below,below,True,1.0,True,correct
1518,ko,[KO] address 아래쪽에 white icon,long-press,long-press,True,1.0,icon,icon,True,1.0,below,below,True,1.0,True,correct
1536,en,[EN] remove button,delete,delete,True,1.0,button,button,True,1.0,none,none,True,1.0,True,correct
1536,ko,[KO] 버튼 삭제,delete,delete,True,1.0,button,button,True,1.0,none,none,True,1.0,True,correct
1558,en,[EN] trash image next to the payment,delete,delete,True,1.0,image,image,True,1.0,next_to,next_to,True,1.0,True,correct
1558,ko,[KO] 결제 옆에 이미지 삭제,delete,delete,True,1.0,image,image,True,1.0,next_to,next_to,True,1.0,True,correct
1568,en,[EN] tap on switch,tap,tap,True,1.0,switch,switch,True,1.0,none,none,True,1.0,True,correct
1568,ko,[KO] 스위치 탭,tap,tap,True,1.0,switch,switch,True,1.0,none,none,True,1.0,True,correct
1570,en,[EN] delete the 1st image,delete,delete,True,1.0,image,image,True,1.0,none,none,True,1.0,True,correct
1570,ko,[KO] 1번째 이미지 삭제,delete,delete,True,1.0,image,image,True,1.0,none,none,True,1.0,True,correct
1580,en,[EN] tap checkbox to the right of the notifications,tap,tap,True,1.0,checkbox,checkbox,True,1.0,right_of,right_of,True,1.0,True,correct
1580,ko,[KO] 알림 오른쪽에 체크박스 탭,tap,tap,True,1.0,checkbox,checkbox,True,1.0,right_of,right_of,True,1.0,True,correct
1590,en,[EN] remove image below the help,delete,delete,True,1.0,image,image,True,1.0,below,below,True,1.0,True,correct
1590,ko,[KO] 도움말 아래에 이미지 삭제,delete,delete,True,1.0,image,image,True,1.0,below,below,True,1.0,True,correct
1591,en,[EN] scroll down to tab to the left of the home,scroll,scroll,True,1.0,tab,tab,True,1.0,left_of,left_of,True,1.0,True,correct
1591,ko,[KO] home 좌측에  tab,scroll,scroll,True,1.0,tab,tab,True,1.0,left_of,left_of,True,1.0,True,correct
1595,en,[EN] scroll down to text,scroll,scroll,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
1595,ko,[KO] 아래로 스크롤하여 텍스트 이동,scroll,scroll,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
1597,en,[EN] trash the last button to the right of the notifications,delete,delete,True,1.0,button,button,True,1.0,right_of,right_of,True,1.0,True,correct
1597,ko,[KO] 알림 오른쪽에 마지막 버튼 삭제,delete,delete,True,1.0,button,button,True,1.0,right_of,right_of,True,1.0,True,correct
1603,en,[EN] paste blue text below the settings,paste,paste,True,1.0,text,text,True,1.0,below,below,True,1.0,True,correct
1603,ko,[KO] 설정 아래에 파란색 텍스트 붙여넣기,paste,paste,True,1.0,text,text,True,1.0,below,below,True,1.0,True,correct
1604,en,[EN] duplicate label left of the first email,copy,copy,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
1604,ko,[KO] 첫 번째 이메일 좌측에 텍스트 복사,copy,copy,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
1621,en,[EN] delete button below the settings,delete,delete,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
1621,ko,[KO] 설정 아래에 버튼 삭제,delete,delete,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
1622,en,[EN] paste the 3rd text,paste,paste,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
1622,ko,[KO] 3번째 텍스트 붙여넣기,paste,paste,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
1624,en,[EN] open section tab over the checkout,open,open,True,1.0,tab,tab,True,1.0,above,above,True,1.0,True,correct
1624,ko,[KO] checkout 상단에  tab,open,open,True,1.0,tab,tab,True,1.0,above,above,True,1.0,True,correct
1642,en,[EN] tap on the last checkbox to the right of the help,tap,tap,True,1.0,checkbox,checkbox,True,1.0,right_of,right_of,True,1.0,True,correct
1642,ko,[KO] 도움말 오른쪽에 마지막 체크박스 탭,tap,tap,True,1.0,checkbox,checkbox,True,1.0,right_of,right_of,True,1.0,True,correct
1648,en,[EN] launch tab next to the profile,open,open,True,1.0,tab,tab,True,1.0,next_to,next_to,True,1.0,True,correct
1648,ko,[KO] 프로필 옆에 탭 실행,open,open,True,1.0,tab,tab,True,1.0,next_to,next_to,True,1.0,True,correct
1663,en,[EN] tap on checkbox below the first email,tap,tap,True,1.0,checkbox,checkbox,True,1.0,below,below,True,1.0,True,correct
1663,ko,[KO] 첫 번째 이메일 아래에 체크박스 탭,tap,tap,True,1.0,checkbox,checkbox,True,1.0,below,below,True,1.0,True,correct
1664,en,[EN] copy white text to the right of the last item,copy,copy,True,1.0,text,text,True,1.0,right_of,right_of,True,1.0,True,correct
1664,ko,[KO] 마지막 항목 오른쪽에 흰색 텍스트 복사,copy,copy,True,1.0,text,text,True,1.0,right_of,right_of,True,1.0,True,correct
1665,en,[EN] press text,click,click,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
1665,ko,[KO] 텍스트 press,click,click,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
1672,en,[EN] open button next to the login,open,open,True,1.0,button,button,True,1.0,next_to,next_to,True,1.0,True,correct
1672,ko,[KO] 로그인 옆에 버튼 열기,open,open,True,1.0,button,button,True,1.0,next_to,next_to,True,1.0,True,correct
1673,en,[EN] open the 3rd icon to the left of the search,open,open,True,1.0,icon,icon,True,1.0,left_of,left_of,True,1.0,True,correct
1673,ko,[KO] 검색 왼쪽에 3번째 아이콘 열기,open,open,True,1.0,icon,icon,True,1.0,left_of,left_of,True,1.0,True,correct
1698,en,[EN] scroll to text,scroll,scroll,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
1698,ko,[KO] 스크롤하여 텍스트 이동,scroll,scroll,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
1700,en,[EN] select pink tab,click,click,True,1.0,tab,tab,True,1.0,none,none,True,1.0,True,correct
1700,ko,[KO] 분홍색 탭 선택,click,click,True,1.0,tab,tab,True,1.0,none,none,True,1.0,True,correct
1707,en,[EN] remove orange image,delete,delete,True,1.0,image,image,True,1.0,none,none,True,1.0,True,correct
1707,ko,[KO] 주황색 이미지 삭제,delete,delete,True,1.0,image,image,True,1.0,none,none,True,1.0,True,correct
1713,en,[EN] paste text below the profile,paste,paste,True,1.0,text,text,True,1.0,below,below,True,1.0,True,correct
1713,ko,[KO] 프로필 아래에 텍스트 붙여넣기,paste,paste,True,1.0,text,text,True,1.0,below,below,True,1.0,True,correct
1722,en,[EN] copy text,copy,copy,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
1722,ko,[KO] 텍스트 복사,copy,copy,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
1726,en,[EN] launch purple menu,open,open,True,1.0,menu,menu,True,1.0,none,none,True,1.0,True,correct
1726,ko,[KO] 보라색 메뉴 실행,open,open,True,1.0,menu,menu,True,1.0,none,none,True,1.0,True,correct
1727,en,[EN] long-press the 3rd purple image above the checkout,long-press,long-press,True,1.0,image,image,True,1.0,above,above,True,1.0,True,correct
1727,ko,[KO] 결제 위에 3번째 보라색 이미지 long-press,long-press,long-press,True,1.0,image,image,True,1.0,above,above,True,1.0,True,correct
1734,en,[EN] delete btn on top of the notifications,delete,delete,True,1.0,button,button,True,1.0,above,above,True,1.0,True,correct
1734,ko,[KO] notifications 위에  button,delete,tap,False,1.0,button,button,True,1.0,above,above,True,1.0,False,intent_error
1736,en,[EN] launch green button to the right of the settings,open,open,True,1.0,button,button,True,1.0,right_of,right_of,True,1.0,True,correct
1736,ko,[KO] 설정 오른쪽에 녹색 버튼 실행,open,open,True,1.0,button,button,True,1.0,right_of,right_of,True,1.0,True,correct
1737,en,[EN] copy text to the left of the notifications,copy,copy,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
1737,ko,[KO] 알림 왼쪽에 텍스트 복사,copy,copy,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
1739,en,[EN] press the last text,click,click,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
1739,ko,[KO] 마지막 텍스트 press,click,click,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
1752,en,[EN] select image below the notifications,click,click,True,1.0,image,image,True,1.0,below,below,True,1.0,True,correct
1752,ko,[KO] 알림 아래에 이미지 선택,click,click,True,1.0,image,image,True,1.0,below,below,True,1.0,True,correct
1756,en,[EN] copy text,copy,copy,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
1756,ko,[KO] 텍스트 복사,copy,copy,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
1763,en,[EN] long-press button above the address,long-press,long-press,True,1.0,button,button,True,1.0,above,above,True,1.0,True,correct
1763,ko,[KO] 주소 위에 버튼 long-press,long-press,long-press,True,1.0,button,button,True,1.0,above,above,True,1.0,True,correct
1764,en,[EN] paste yellow text to the left of the payment,paste,paste,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
1764,ko,[KO] 결제 왼쪽에 노란색 텍스트 붙여넣기,paste,paste,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
1766,en,[EN] open the last link,open,open,True,1.0,link,link,True,1.0,none,none,True,1.0,True,correct
1766,ko,[KO] 마지막 링크 열기,open,open,True,1.0,link,link,True,1.0,none,none,True,1.0,True,correct
1772,en,[EN] press and hold text to the right of the settings,long-press,long-press,True,1.0,text,text,True,1.0,right_of,right_of,True,1.0,True,correct
1772,ko,[KO] 설정 오른쪽에 텍스트 길게 누르기,long-press,long-press,True,1.0,text,text,True,1.0,right_of,right_of,True,1.0,True,correct
1776,en,[EN] delete 2nd green btn under the payment,delete,delete,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
1776,ko,[KO] 결제 하단에 2번째 녹색 버튼 삭제,delete,delete,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
1778,en,[EN] paste the last text to the left of the payment,paste,paste,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
1778,ko,[KO] 결제 왼쪽에 마지막 텍스트 붙여넣기,paste,paste,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
1787,en,[EN] press and hold third button below the login,long-press,long-press,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
1787,ko,[KO] login 아래쪽에  button,long-press,long-press,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
1794,en,[EN] scroll to menu above the search,scroll,scroll,True,1.0,menu,menu,True,1.0,above,above,True,1.0,True,correct
1794,ko,[KO] 검색 위에 스크롤하여 메뉴 이동,scroll,scroll,True,1.0,menu,menu,True,1.0,above,above,True,1.0,True,correct
1803,en,[EN] long-press white btn under the payment,long-press,long-press,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
1803,ko,[KO] 결제 하단에 흰색 버튼 길게 누르기,long-press,long-press,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
1832,en,[EN] press and hold the 1st button next to the cart,long-press,long-press,True,1.0,button,button,True,1.0,next_to,next_to,True,1.0,True,correct
1832,ko,[KO] 장바구니 옆에 1번째 버튼 길게 누르기,long-press,long-press,True,1.0,button,button,True,1.0,next_to,next_to,True,1.0,True,correct
1833,en,[EN] paste the 3rd text below the menu,paste,paste,True,1.0,text,text,True,1.0,below,below,True,1.0,True,correct
1833,ko,[KO] 메뉴 아래에 3번째 텍스트 붙여넣기,paste,paste,True,1.0,text,text,True,1.0,below,below,True,1.0,True,correct
1836,en,[EN] scroll to the 3rd purple tab to the left of the first email,scroll,scroll,True,1.0,tab,tab,True,1.0,left_of,left_of,True,1.0,True,correct
1836,ko,[KO] 첫 번째 이메일 왼쪽에 스크롤하여 3번째 보라색 탭 이동,scroll,scroll,True,1.0,tab,tab,True,1.0,left_of,left_of,True,1.0,True,correct
1843,en,[EN] paste the last text above the address,paste,paste,True,1.0,text,text,True,1.0,above,above,True,1.0,True,correct
1843,ko,[KO] 주소 위에 마지막 텍스트 붙여넣기,paste,paste,True,1.0,text,text,True,1.0,above,above,True,1.0,True,correct
1848,en,[EN] copy text,copy,copy,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
1848,ko,[KO] 텍스트 복사,copy,copy,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
1849,en,[EN] duplicate gray label left of the last item,copy,copy,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
1849,ko,[KO] 마지막 항목 좌측에 회색 텍스트 복사,copy,copy,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
1851,en,[EN] duplicate label on top of the notifications,copy,copy,True,1.0,text,text,True,1.0,above,above,True,1.0,True,correct
1851,ko,[KO] 알림 상단에 텍스트 복사,copy,copy,True,1.0,text,text,True,1.0,above,above,True,1.0,True,correct
1861,en,[EN] tap orange tab below the notifications,tap,tap,True,1.0,tab,tab,True,1.0,below,below,True,1.0,True,correct
1861,ko,[KO] 알림 아래에 주황색 탭 탭,tap,tap,True,1.0,tab,tab,True,1.0,below,below,True,1.0,True,correct
1868,en,[EN] launch link next to the search,open,open,True,1.0,link,link,True,1.0,next_to,next_to,True,1.0,True,correct
1868,ko,[KO] 검색 옆에 링크 실행,open,open,True,1.0,link,link,True,1.0,next_to,next_to,True,1.0,True,correct
1873,en,[EN] click black switch to the left of the login,click,click,True,1.0,switch,switch,True,1.0,left_of,left_of,True,1.0,True,correct
1873,ko,[KO] 로그인 왼쪽에 검정색 스위치 클릭,click,click,True,1.0,switch,switch,True,1.0,left_of,left_of,True,1.0,True,correct
1879,en,[EN] long-press button below the login,long-press,long-press,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
1879,ko,[KO] 로그인 아래에 버튼 long-press,long-press,long-press,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
1882,en,[EN] press the 3rd icon to the right of the profile,click,click,True,1.0,icon,icon,True,1.0,right_of,right_of,True,1.0,True,correct
1882,ko,[KO] 프로필 오른쪽에 3번째 아이콘 press,click,click,True,1.0,icon,icon,True,1.0,right_of,right_of,True,1.0,True,correct
1899,en,[EN] open menu to the left of the settings,open,open,True,1.0,menu,menu,True,1.0,left_of,left_of,True,1.0,True,correct
1899,ko,[KO] 설정 왼쪽에 메뉴 열기,open,open,True,1.0,menu,menu,True,1.0,left_of,left_of,True,1.0,True,correct
1903,en,[EN] launch white tab to the left of the checkout,open,open,True,1.0,tab,tab,True,1.0,left_of,left_of,True,1.0,True,correct
1903,ko,[KO] 결제 왼쪽에 흰색 탭 실행,open,open,True,1.0,tab,tab,True,1.0,left_of,left_of,True,1.0,True,correct
1909,en,[EN] copy red text above the home,copy,copy,True,1.0,text,text,True,1.0,above,above,True,1.0,True,correct
1909,ko,[KO] 홈 위에 빨간색 텍스트 복사,copy,copy,True,1.0,text,text,True,1.0,above,above,True,1.0,True,correct
1915,en,[EN] press and hold orange image to the left of the settings,long-press,long-press,True,1.0,image,image,True,1.0,left_of,left_of,True,1.0,True,correct
1915,ko,[KO] 설정 왼쪽에 주황색 이미지 길게 누르기,long-press,long-press,True,1.0,image,image,True,1.0,left_of,left_of,True,1.0,True,correct
1918,en,[EN] trash button above the help,delete,delete,True,1.0,button,button,True,1.0,above,above,True,1.0,True,correct
1918,ko,[KO] 도움말 위에 버튼 삭제,delete,delete,True,1.0,button,button,True,1.0,above,above,True,1.0,True,correct
1925,en,[EN] select checkbox below the search,click,click,True,1.0,checkbox,checkbox,True,1.0,below,below,True,1.0,True,correct
1925,ko,[KO] 검색 아래에 체크박스 선택,click,click,True,1.0,checkbox,checkbox,True,1.0,below,below,True,1.0,True,correct
1937,en,[EN] press and hold button to the left of the checkout,long-press,long-press,True,1.0,button,button,True,1.0,left_of,left_of,True,1.0,True,correct
1937,ko,[KO] 결제 왼쪽에 버튼 길게 누르기,long-press,long-press,True,1.0,button,button,True,1.0,left_of,left_of,True,1.0,True,correct
1940,en,[EN] tap blue checkbox to the right of the login,tap,tap,True,1.0,checkbox,checkbox,True,1.0,right_of,right_of,True,1.0,True,correct
1940,ko,[KO] 로그인 오른쪽에 파란색 체크박스 탭,tap,tap,True,1.0,checkbox,checkbox,True,1.0,right_of,right_of,True,1.0,True,correct
1942,en,[EN] insert pink label on top of the menu,paste,paste,True,1.0,text,text,True,1.0,above,above,True,1.0,True,correct
1942,ko,[KO] 메뉴 상단에 분홍색 텍스트 붙여넣기,paste,paste,True,1.0,text,text,True,1.0,above,above,True,1.0,True,correct
1946,en,[EN] open menu to the left of the wi-fi,open,open,True,1.0,menu,menu,True,1.0,left_of,left_of,True,1.0,True,correct
1946,ko,[KO] Wi-Fi 왼쪽에 메뉴 열기,open,open,True,1.0,menu,menu,True,1.0,left_of,left_of,True,1.0,True,correct
1949,en,[EN] copy yellow text,copy,copy,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
1949,ko,[KO] 노란색 텍스트 복사,copy,copy,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
1951,en,[EN] scroll to gray menu to the right of the cart,scroll,scroll,True,1.0,menu,menu,True,1.0,right_of,right_of,True,1.0,True,correct
1951,ko,[KO] 장바구니 오른쪽에 스크롤하여 회색 메뉴 이동,scroll,scroll,True,1.0,menu,menu,True,1.0,right_of,right_of,True,1.0,True,correct
1955,en,[EN] launch pink tab to the left of the help,open,open,True,1.0,tab,tab,True,1.0,left_of,left_of,True,1.0,True,correct
1955,ko,[KO] 도움말 왼쪽에 분홍색 탭 실행,open,open,True,1.0,tab,tab,True,1.0,left_of,left_of,True,1.0,True,correct
1964,en,[EN] paste text,paste,paste,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
1964,ko,[KO] 텍스트 붙여넣기,paste,paste,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
1968,en,[EN] paste blue text to the left of the notifications,paste,paste,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
1968,ko,[KO] 알림 왼쪽에 파란색 텍스트 붙여넣기,paste,paste,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
1970,en,[EN] trash image to the left of the settings,delete,delete,True,1.0,image,image,True,1.0,left_of,left_of,True,1.0,True,correct
1970,ko,[KO] 설정 왼쪽에 이미지 삭제,delete,delete,True,1.0,image,image,True,1.0,left_of,left_of,True,1.0,True,correct
1976,en,[EN] long-press orange image,long-press,long-press,True,1.0,image,image,True,1.0,none,none,True,1.0,True,correct
1976,ko,[KO] 주황색 이미지 long-press,long-press,long-press,True,1.0,image,image,True,1.0,none,none,True,1.0,True,correct
1981,en,[EN] remove gray text below the checkout,delete,delete,True,1.0,text,text,True,1.0,below,below,True,1.0,True,correct
1981,ko,[KO] checkout 하단에 gray text,delete,delete,True,1.0,text,text,True,1.0,below,below,True,1.0,True,correct
1983,en,[EN] trash text,delete,delete,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
1983,ko,[KO] 텍스트 삭제,delete,delete,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
1995,en,[EN] tap on the last black link above the wi-fi,tap,tap,True,1.0,link,link,True,1.0,above,above,True,1.0,True,correct
1995,ko,[KO] Wi-Fi 위에 마지막 검정색 링크 탭,tap,tap,True,1.0,link,link,True,1.0,above,above,True,1.0,True,correct
2005,en,[EN] open menu to the right of the help,open,open,True,1.0,menu,menu,True,1.0,right_of,right_of,True,1.0,True,correct
2005,ko,[KO] 도움말 오른쪽에 메뉴 열기,open,open,True,1.0,menu,menu,True,1.0,right_of,right_of,True,1.0,True,correct
2022,en,[EN] scroll to gray text next to the help,scroll,scroll,True,1.0,text,text,True,1.0,next_to,next_to,True,1.0,True,correct
2022,ko,[KO] 도움말 옆에 스크롤하여 회색 텍스트 이동,scroll,scroll,True,1.0,text,text,True,1.0,next_to,next_to,True,1.0,True,correct
2033,en,[EN] open the 1st menu to the right of the notifications,open,open,True,1.0,menu,menu,True,1.0,right_of,right_of,True,1.0,True,correct
2033,ko,[KO] 알림 오른쪽에 1번째 메뉴 열기,open,open,True,1.0,menu,menu,True,1.0,right_of,right_of,True,1.0,True,correct
2050,en,[EN] long-press the 3rd yellow icon above the wi-fi,long-press,long-press,True,1.0,icon,icon,True,1.0,above,above,True,1.0,True,correct
2050,ko,[KO] Wi-Fi 위에 3번째 노란색 아이콘 long-press,long-press,long-press,True,1.0,icon,icon,True,1.0,above,above,True,1.0,True,correct
2053,en,[EN] open the 1st red icon,open,open,True,1.0,icon,icon,True,1.0,none,none,True,1.0,True,correct
2053,ko,[KO] 1번째 빨간색 아이콘 열기,open,open,True,1.0,icon,icon,True,1.0,none,none,True,1.0,True,correct
2057,en,[EN] long-press the 1st purple icon,long-press,long-press,True,1.0,icon,icon,True,1.0,none,none,True,1.0,True,correct
2057,ko,[KO] 1번째 보라색 아이콘 long-press,long-press,long-press,True,1.0,icon,icon,True,1.0,none,none,True,1.0,True,correct
2058,en,[EN] launch button below the home,open,open,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
2058,ko,[KO] 홈 아래에 버튼 실행,open,open,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
2059,en,[EN] press switch to the right of the notifications,click,click,True,1.0,switch,switch,True,1.0,right_of,right_of,True,1.0,True,correct
2059,ko,[KO] 알림 오른쪽에 스위치 press,click,click,True,1.0,switch,switch,True,1.0,right_of,right_of,True,1.0,True,correct
2067,en,[EN] paste text to the left of the profile,paste,paste,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
2067,ko,[KO] 프로필 왼쪽에 텍스트 붙여넣기,paste,paste,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
2076,en,[EN] copy orange text to the right of the profile,copy,copy,True,1.0,text,text,True,1.0,right_of,right_of,True,1.0,True,correct
2076,ko,[KO] 프로필 오른쪽에 주황색 텍스트 복사,copy,copy,True,1.0,text,text,True,1.0,right_of,right_of,True,1.0,True,correct
2088,en,[EN] remove the 3rd text above the settings,delete,delete,True,1.0,text,text,True,1.0,above,above,True,1.0,True,correct
2088,ko,[KO] 설정 위에 3번째 텍스트 삭제,delete,delete,True,1.0,text,text,True,1.0,above,above,True,1.0,True,correct
2093,en,[EN] scroll down to last tab above the checkout,scroll,scroll,True,1.0,tab,tab,True,1.0,above,above,True,1.0,True,correct
2093,ko,[KO] checkout 위에  tab,scroll,click,False,1.0,tab,tab,True,1.0,above,above,True,1.0,False,intent_error
2098,en,[EN] click white icon to the left of the profile,click,click,True,1.0,icon,icon,True,1.0,left_of,left_of,True,1.0,True,correct
2098,ko,[KO] 프로필 왼쪽에 흰색 아이콘 클릭,click,click,True,1.0,icon,icon,True,1.0,left_of,left_of,True,1.0,True,correct
2101,en,[EN] tap on gray icon below the home,tap,tap,True,1.0,icon,icon,True,1.0,below,below,True,1.0,True,correct
2101,ko,[KO] 홈 아래에 회색 아이콘 탭,tap,tap,True,1.0,icon,icon,True,1.0,below,below,True,1.0,True,correct
2103,en,[EN] scroll down to tab next to the login,scroll,scroll,True,1.0,tab,tab,True,1.0,next_to,next_to,True,1.0,True,correct
2103,ko,[KO] 로그인 옆에 아래로 스크롤하여 탭 이동,scroll,scroll,True,1.0,tab,tab,True,1.0,next_to,next_to,True,1.0,True,correct
2105,en,[EN] launch the 3rd red icon,open,open,True,1.0,icon,icon,True,1.0,none,none,True,1.0,True,correct
2105,ko,[KO] 3번째 빨간색 아이콘 실행,open,open,True,1.0,icon,icon,True,1.0,none,none,True,1.0,True,correct
2107,en,[EN] remove green image next to the address,delete,delete,True,1.0,image,image,True,1.0,next_to,next_to,True,1.0,True,correct
2107,ko,[KO] 주소 옆에 녹색 이미지 삭제,delete,delete,True,1.0,image,image,True,1.0,next_to,next_to,True,1.0,True,correct
2114,en,[EN] delete the 3rd button,delete,delete,True,1.0,button,button,True,1.0,none,none,True,1.0,True,correct
2114,ko,[KO] 3번째 버튼 삭제,delete,delete,True,1.0,button,button,True,1.0,none,none,True,1.0,True,correct
